mouse_life_stage,Early adult
parameter_name,Alkaline phosphatase
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
gene_symbol,Gfi1b
gene_accession_id,MGI:1276578
analysis_id,61wd223cf802755
pvalue,0.796316
