parameter_name,Center average speed
pvalue,0.4722968
mouse_life_stage,E9.5
parameter_id,JAX_OFD_017_001
gene_symbol,Bcs1l
analysis_id,6z78v5912yf8p39
gene_accession_id,MGI:1914071
mouse_strain,C57BL
