Gene_symbol,Lrrc69
Pvalue,0.8650776
Mouse_strain,C52BL
Parameter_id,IMPC_CBC_013_001
Mouse_life_stage,Early adult
Analysis_id,d7o7e6tl4hzs4hk
Gene_accession_id,MGI:1920564
Parameter_name,Alanine aminotransferase
