parameter_id,IMPC_GEO_011_001
mouse_strain,C57BL
parameter_name,Blood Vessel Morphology
analysis_id,32sxv6pjge27319
mouse_life_stage,Early adult
gene_symbol,Npbwr1
gene_accession_id,MGI:891989
pvalue,0.4809299
