mouse_life_stage,E12.5
gene_symbol,Mecom
parameter_id,IMPC_CBC_024_001
gene_accession_id,MGI:95457
mouse_strain,C57BL
analysis_id,q5niqr221384b4f
pvalue,0.680893
parameter_name,UIBC (unsaturated iron binding capacity)
