parameter_name,Tremor
gene_symbol,Gja10
gene_accession_id,MGI:1339969
parameter_id,TCPLA_CSD_030_001
mouse_strain,C57BL
analysis_id,e96km2o6l1m12r7
pvalue,0.3866991
mouse_life_stage,Early adult
