gene_symbol,Eprs1
mouse_strain,C57BL
parameter_id,MGP_PBI_032_001
pvalue,0.5061225
gene_accession_id,MGI:97838
analysis_id,47dz62v7c6q5765
mouse_life_stage,E9.5
parameter_name,CD4+ KLRG1+ alpha beta T cell number
