mouse_life_stage,Early adult
pvalue,0.1027177
parameter_name,BMC/Body weight
parameter_id,IMPC_DXA_007_001
mouse_strain,C57BL
gene_symbol,Cntfr
analysis_id,0424z2349y2072z
gene_accession_id,MGI:99605
