gene_symbol,Ddx27
pvalue,0.05193479
mouse_life_stage,Early adult
analysis_id,k92r18ken7m1gk2
parameter_id,MGP_IMM_041_001
parameter_name,Total B cells - % of CD45+
mouse_strain,129SV
gene_accession_id,MGI:2385884
