gene_symbol,Ap5s1
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_028_001
gene_accession_id,MGI:1916846
mouse_strain,C57BL
pvalue,0.6727684
parameter_name,QT
analysis_id,g9694ax539t4sxb
