gene_symbol,Tnfsf10
parameter_id,MGP_MLN_006_001
pvalue,0.1001624
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:107414
analysis_id,4670e4780z3m5d3
mouse_life_stage,Early adult
mouse_strain,C57BL
