gene_symbol,Inpp1
pvalue,0.7481359
parameter_name,Vocalization
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,9amvou793159894
parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:104848
