gene_symbol,Nanp
pvalue,0.1395095
mouse_strain,C57BL
parameter_name,Hindlimbs - size
gene_accession_id,MGI:1914561
analysis_id,78xt72122zvsi8z
parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
