parameter_name,Startle response
mouse_life_stage,Early adult
parameter_id,MGP_CSD_008_001
gene_symbol,Rab17
pvalue,0.6139006
mouse_strain,C57BL
gene_accession_id,MGI:104640
analysis_id,k6h87jia2h38tnl
