gene_symbol,Snap23
pvalue,0.7431824
parameter_name,Effector gd T cells - % of gd T cells
analysis_id,10iqy0g88ro06k9
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
parameter_id,MGP_IMM_020_001
