gene_symbol,Bcs1l
mouse_life_stage,E9.5
analysis_id,i15vmn30z1a0vt6
mouse_strain,C57BL
parameter_id,MGP_MLN_033_001
pvalue,0.7983859
gene_accession_id,MGI:1914071
parameter_name,Resting NK cells - % of NK cells
