parameter_name,Lean/Body weight
analysis_id,d3157tmpms746db
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:1332236
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.1958151
gene_symbol,Cds2
