gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_name,CD8+ alpha beta T cell percentage
pvalue,0.06658007
parameter_id,MGP_PBI_004_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,0b9q65955b80y2i
