parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:1915524
parameter_name,110dB startle magnitude
pvalue,0.4193404
analysis_id,0wb40n9y5184m35
gene_symbol,Toporsl
mouse_strain,C57BL
mouse_life_stage,Early adult
