mouse_life_stage,Middle aged adult
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
analysis_id,s516346668h6795
mouse_strain,C57BL
parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
pvalue,0.07643667
