gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Center distance travelled
parameter_id,JAX_OFD_014_001
pvalue,0.5859811
mouse_life_stage,E12.5
analysis_id,s4ww275s9u5drd4
