gene_symbol,Eprs1
parameter_name,Whole arena average speed
parameter_id,JAX_OFD_009_001
pvalue,0.6166918
mouse_life_stage,E9.5
analysis_id,679961t1b8l3c99
gene_accession_id,MGI:97838
mouse_strain,C57BL
