mouse_strain,129SV
parameter_id,MGP_MLN_076_001
pvalue,0.1066118
mouse_life_stage,Early adult
analysis_id,ud7119x038f2gck
parameter_name,Naive CD8+ T cells - % of CD45+
gene_accession_id,MGI:104848
gene_symbol,INPP1
