parameter_name,Whole arena resting time
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
pvalue,0.6451895
analysis_id,534gp1i7rm0ns39
gene_symbol,Slc45a3
