gene_symbol,Jun
parameter_name,Skull shape
mouse_strain,C57BL
gene_accession_id,MGI:96646
analysis_id,y5jvp3m8iy3bg31
mouse_life_stage,E15.5
pvalue,0.3003919
parameter_id,CCP_XRY_001_001
