gene_symbol,Dmap1
pvalue,0.3203608
gene_accession_id,MGI:1913483
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
mouse_life_stage,Early adult
analysis_id,yepn88643v4y16g
mouse_strain,C57BL
