gene_symbol,Cds2
parameter_id,IMPC_DXA_004_001
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,129SV
gene_accession_id,MGI:1332236
pvalue,0.4146251
analysis_id,p6pm1fy684kj2w9
mouse_life_stage,Early adult
