parameter_id,IMPC_XRY_022_001
parameter_name,Radius
analysis_id,5rwx12d7r99u9oz
gene_symbol,Bach2
pvalue,0.0960462
mouse_strain,C57BL
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
