parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
pvalue,0.8911553
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,cv7427486kg62c4
