mouse_life_stage,Late adult
gene_symbol,Tbl1xr1
pvalue,0.6356179
mouse_strain,C57BL
gene_accession_id,MGI:2441730
parameter_id,IMPC_CSD_029_001
analysis_id,738t48788i293ac
parameter_name,Activity (body position)
