parameter_id,JAXLA_CSD_022_001
analysis_id,vf2n807i2i91c38
mouse_life_stage,Early adult
gene_symbol,Snrpb2
mouse_strain,C57BL
gene_accession_id,MGI:104805
pvalue,0.8112301
parameter_name,Hindlimbs - size
