gene_symbol,Wars2
pvalue,0.4817271
mouse_strain,C57BL
parameter_id,IMPC_EYE_027_001
parameter_name,Persistence of hyaloid vascular system
analysis_id,gz5su0rw29r3f97
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
