parameter_name,18kHz-evoked ABR Threshold
analysis_id,z7q65454qcav613
gene_symbol,Rufy4
gene_accession_id,MGI:3588214
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.507011
parameter_id,IMPC_ABR_008_001
