parameter_id,JAXLA_OFD_017_001
pvalue,0.1302755
gene_accession_id,MGI:1921688
mouse_strain,C57BL
analysis_id,dx9t950jblg02w8
gene_symbol,Clvs1
parameter_name,Center average speed
mouse_life_stage,Early adult
