gene_symbol,Tnfsf10
pvalue,0.08414392
mouse_strain,C57BL
parameter_id,IMPC_CBC_003_001
analysis_id,n4gob486rz8w02x
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
parameter_name,Chloride
