gene_symbol,Dmap1
parameter_id,HRWLLA_OFD_007_001
parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_accession_id,MGI:1913483
analysis_id,n2m0qi1cw07730f
pvalue,0.7925392
mouse_life_stage,E9.5
