mouse_strain,C57BL
parameter_id,MGP_IMM_022_001
mouse_life_stage,Early adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,d8e1n725hw8816g
gene_symbol,Rufy4
gene_accession_id,MGI:3588214
pvalue,0.389022
