gene_symbol,AU040320
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,m6b3u5wn39hzjs9
pvalue,0.1143792
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_id,MGP_MLN_014_001
