mouse_life_stage,Middle aged adult
parameter_id,IMPC_CSD_030_001
gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_name,Tremor
analysis_id,n049pw349ik1650
gene_accession_id,MGI:1917604
pvalue,0.8511192
