parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
gene_symbol,Zyg11b
analysis_id,9cp63ek91181zbj
parameter_name,Initial response to glucose challenge
mouse_life_stage,Early adult
gene_accession_id,MGI:2685277
pvalue,0.9283944
