gene_symbol,Wars2
mouse_strain,C57BL
analysis_id,19x3g16awl3vcy0
pvalue,0.5620547
parameter_name,% Pre-pulse inhibition - PPI2
parameter_id,IMPC_ACS_034_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
