gene_symbol,Zyg11b
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:2685277
pvalue,0.1219562
parameter_id,IMPC_ECG_028_001
analysis_id,daja655l4mgqla0
parameter_name,QT
