gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
analysis_id,5i9l4zta95v90z2
pvalue,0.4973207
parameter_id,IMPC_XRY_033_001
parameter_name,Tibia length
