parameter_id,IMPC_EYE_024_001
gene_symbol,F2
mouse_life_stage,Early adult
pvalue,0.6426633
analysis_id,764e9305nnlbzu1
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels
gene_accession_id,MGI:88380
