gene_symbol,Mapkap1
pvalue,0.1578848
parameter_id,MGP_IMM_112_001
analysis_id,l7xz27ucr7iu4us
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Follicular B cells - % of CD45+
gene_accession_id,MGI:2444554
