parameter_name,30kHz-evoked ABR Threshold
analysis_id,7jbr1mqs4191sk7
mouse_life_stage,Early adult
pvalue,0.7997906
mouse_strain,C57BL
parameter_id,IMPC_ABR_012_001
gene_symbol,Abo
gene_accession_id,MGI:2135738
