parameter_name,30kHz-evoked ABR Threshold
mouse_strain,C57BL
pvalue,0.06326041
gene_symbol,Nanp
parameter_id,IMPC_ABR_012_001
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
analysis_id,p0yju9d3u36y5ml
