gene_symbol,Trp53rkb
mouse_strain,C57BL
analysis_id,2z46cugo2l6vg9y
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1914050
pvalue,0.4146136
parameter_name,Cornea
mouse_life_stage,Early adult
