gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,w7ee0bn93fd3e39
parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
gene_accession_id,MGI:2446186
pvalue,0.3951953
mouse_life_stage,Late adult
