parameter_name,12kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_006_001
gene_accession_id,MGI:1924054
analysis_id,34th6ad666hsp3d
pvalue,0.2039382
gene_symbol,Kdm4c
mouse_strain,C57BL
mouse_life_stage,Early adult
