gene_symbol,Sass6
pvalue,0.8301332
analysis_id,u4gb2690a96mm63
mouse_life_stage,E12.5
parameter_name,Global prepulse inhibition
gene_accession_id,MGI:1920026
parameter_id,ESLIM_011_001_705
mouse_strain,C57BL
