gene_symbol,Mms22l
parameter_name,Bone Area
analysis_id,65zj0vfy982vk8k
mouse_strain,C57BL
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
pvalue,0.3205042
parameter_id,IMPC_DXA_010_001
