mouse_strain,129SV
pvalue,0.1888771
gene_symbol,Cds2
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1332236
analysis_id,vf38j60m744ha5n
mouse_life_stage,Early adult
