gene_symbol,Frmpd1
pvalue,0.1205642
gene_accession_id,MGI:2446274
analysis_id,wx30436okq65b4w
mouse_strain,C57BL
parameter_name,Total protein
parameter_id,IMPC_CBC_006_001
mouse_life_stage,Early adult
