gene_symbol,Ift74
pvalue,0.5220429
parameter_name,Center distance travelled
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914944
analysis_id,l3g1382794lqz4z
parameter_id,JAX_OFD_014_001
