gene_symbol,Ivd
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,qw1g98rpo872180
parameter_name,Cornea
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1929242
pvalue,0.3444392
