mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
analysis_id,0f71bd8h355b4a4
gene_symbol,Ola1
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
mouse_strain,C57BL
pvalue,0.1421876
