gene_symbol,Tnni1
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,0n9v7651od6t8d9
parameter_name,Neural tube morphology
parameter_id,IMPC_GEL_060_001
pvalue,0.8731097
gene_accession_id,MGI:105073
