mouse_life_stage,Middle aged adult
pvalue,0.3323234
parameter_name,Forelimb grip strength normalised against body weight
parameter_id,IMPC_GRS_010_001
mouse_strain,C57BL
analysis_id,26t1s0ckwkvq633
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
