gene_symbol,Jun
analysis_id,ftv16zk4ycp6i3y
gene_accession_id,MGI:96646
mouse_life_stage,E9.5
pvalue,0.3934128
mouse_strain,C57BL
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
