parameter_id,IMPC_CSD_036_001
analysis_id,1999dfw7f3fs5f7
gene_accession_id,MGI:88461
pvalue,0.3263544
mouse_strain,C57BL
gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_name,Startle response
