gene_symbol,Col11a1
parameter_name,Follicular B cells - % of CD45+
mouse_life_stage,E18.5
pvalue,0.5080245
mouse_strain,C57BL
gene_accession_id,MGI:88446
analysis_id,tw6m1b077qdhj1n
parameter_id,MGP_IMM_112_001
