gene_symbol,Zfp683
mouse_strain,C57BL
parameter_name,Femur
pvalue,0.6006973
parameter_id,IMPC_XRY_024_001
gene_accession_id,MGI:3650254
mouse_life_stage,Early adult
analysis_id,yjy2820f537r4cq
