parameter_name,Startle response
gene_symbol,Mms22l
gene_accession_id,MGI:2684980
parameter_id,HMGULA_SHI_009_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,k016693gn42mgf0
pvalue,0.6499235
